Uncorrected efficiency,Corrected efficiency
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.819,0.03879782436321505
0.7757757757757757,0.0544006238937672
0.767,0.0717014333841523
0.725,0.08503797910505607
0.685,0.09690194238617289
0.6516516516516516,0.10812983407366433
0.6386386386386387,0.12176647773684368
0.583,0.1257184973294221
0.539,0.12981329433258912
0.5460921843687375,0.1454002502074902
0.5681362725450901,0.16582696804429628
0.558,0.1772791610291476
0.539,0.1852690736755036
0.5385385385385385,0.19922892499627476
0.5425425425425425,0.21503694223081424
0.5601202404809619,0.23689885882046713
0.5460921843687375,0.2455872771002697
0.5445445445445446,0.2595679048110312
0.525,0.2644912898512121
0.5220883534136547,0.2772694332911154
0.501002004008016,0.2798203006728195
0.4899598393574297,0.28716988301324803
0.48144433299899697,0.2955266116639184
0.4824120603015075,0.30955304570741815
0.4691607684529828,0.3141620780789429
0.4676113360323887,0.32623645177565824
0.466802860061287,0.338791041816349
0.4495884773662551,0.3389534720260085
0.4266389177939646,0.33366854469821716
0.4313929313929314,0.3495383195982269
0.4118895966029724,0.34531330005210914
0.413135593220339,0.35794713405341666
0.4092373791621912,0.3659957425905134
0.3906420021762786,0.3602094755438065
0.3882091212458287,0.36662112403728997
0.3721198156682028,0.35415100220592804
0.39763313609467454,0.38461744485647853
0.3908872901678657,0.38792026606560676
0.3570581257413998,0.3651583625844918
0.3413173652694611,0.35991755252295116
0.34347275031685676,0.36908747638448364
0.32333767926988266,0.3547897026508974
0.3156498673740053,0.3520391585015821
0.31216931216931215,0.3510313930225431
0.3069828722002635,0.3516733346174024
0.30809399477806787,0.35968216725679203
0.28309305373525556,0.3370493013313651
0.303475935828877,0.36594957023990315
0.31215469613259667,0.38002762408447366
0.33518005540166207,0.41308962848369335
0.319060773480663,0.3971493712238555
0.3236914600550964,0.4096336057295102
0.3087621696801113,0.3965657750597964
0.30337078651685395,0.3944555025780317
0.2883263009845288,0.37708541053000805
0.3056338028169014,0.40096842918583225
0.2867332382310984,0.3751366253966149
0.29555236728837875,0.3872855448915359
0.3124087591240876,0.4069890211469635
0.3061516452074392,0.3993644309878588
0.2951977401129944,0.3838740121744415
0.31971830985915495,0.41823065902651135
0.30484330484330485,0.39283423454653177
0.3113342898134864,0.3979775476001795
0.3039772727272727,0.38523954845541886
0.30140845070422534,0.3766742089429801
0.3138888888888889,0.38851639021486656
0.32122905027932963,0.3913478108938237
0.30055401662049863,0.36402861061332714
0.2897196261682243,0.3461453062647969
0.2918848167539267,0.343748825812402
0.29442282749675747,0.3420484741302681
0.30303030303030304,0.34261720508164645
0.3150326797385621,0.35054942127830024
0.3147410358565737,0.3443248295876912
0.3196405648267009,0.3433359075364964
0.3271604938271605,0.3463177868473109
0.3635250917992656,0.37605763040817924
0.3738095238095238,0.3764483894958869
0.3911483253588517,0.3834743658190656
0.37369033760186265,0.35913315848330823
0.3950617283950617,0.37257888394935335
0.39289558665231433,0.3689107752880298
0.38912579957356075,0.35460297679091374
0.38699360341151384,0.3418734765363731
0.42198952879581153,0.3609735635413436
0.4331941544885177,0.35837888933551004
0.46002076843198336,0.36761083986908594
0.46098562628336753,0.35538235670150115
0.4613821138211382,0.3426780149217087
0.4590495449949444,0.32801350920206945
0.4658511722731906,0.319771391464715
0.46068548387096775,0.3033103434181789
0.49447236180904525,0.3117376286248748
0.49798792756539234,0.30009313365233503
0.4819639278557114,0.2770849225315655
0.5095477386934674,0.2788962171545841
0.5105315947843531,0.26543911348772875
0.5335335335335335,0.26285748506644074
0.5370741482965932,0.25005358971920194
0.5395395395395396,0.23668084812227289
0.5255255255255256,0.2164840352708447
0.5175175175175175,0.1994454993653111
0.5335335335335335,0.19155356963328837
0.52,0.17308731517063788
0.529,0.1623438213131588
0.5405405405405406,0.15195463428947015
0.522,0.13339696827848654
0.5315315315315315,0.12235555432335662
0.593,0.12160026676183855
0.6226226226226226,0.11216959344860802
0.666,0.10356633580299403
0.6953907815631263,0.09118793559304252
0.7437437437437437,0.07964185413083671
0.769,0.06415532370769461
0.7867867867867868,0.0474291974324456
0.835,0.031595261887988405
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.8118118118118118,0.03576309330362959
0.783,0.05222423200670898
0.7617617617617618,0.06854363901239793
0.7447447447447447,0.08470428534857016
0.6813627254509018,0.09393474351300585
0.686,0.11133800233500679
0.625,0.11688019991696759
0.577,0.12230240359147422
0.55,0.13043068806670194
0.5515515515515516,0.14480952611988676
0.565,0.1628124678687559
0.553,0.17363260471633282
0.533,0.18122170773579907
0.54,0.19775900179777883
0.5511022044088176,0.2163792938138824
0.5562248995983936,0.23318568675332005
0.537,0.23951063252927834
0.5335335335335335,0.25235137675084823
0.526,0.26306426180728404
0.5075075075075075,0.26767469299977165
0.5065065065065065,0.2810596095427054
0.4879759519038076,0.2842540596965004
0.4793969849246231,0.29256296556932215
0.46130653266331656,0.2943861640074538
0.45326633165829144,0.30194486565789613
0.4676767676767677,0.32467984247392595
0.46938775510204084,0.33908412508340824
0.44672131147540983,0.3353131138620178
0.42797927461139895,0.33332819209023873
0.42515592515592515,0.34313412162090035
0.40865892291446676,0.34134005183087046
0.399364406779661,0.34481090194646435
0.3965702036441586,0.3535070295916545
0.3800217155266015,0.3493412652490312
0.38876651982378857,0.3673217032065241
0.3824200913242009,0.3638746471536023
0.3946135831381733,0.3808935080968324
0.38948626045400236,0.38524302907435737
0.3696682464454976,0.3768268977026187
0.33572281959378736,0.3533415981927332
0.34430379746835443,0.3693252049799508
0.32987012987012987,0.3609507627100832
0.3183023872679045,0.35492050983207296
0.2980132450331126,0.33506437055601224
0.30596026490066225,0.3495529211474704
0.288135593220339,0.33520856218000916
0.27916120576671033,0.3320579236007005
0.2958500669344043,0.3555342282826299
0.32599724896836313,0.39564629591859823
0.3217753120665742,0.3957898053602247
0.31767955801104975,0.395760858605337
0.30506155950752395,0.38652673504281976
0.2966573816155989,0.380885098584609
0.30434782608695654,0.3956543306313315
0.2915492957746479,0.3817440269320631
0.2849083215796897,0.37372255595788667
0.2905982905982906,0.38071406282774317
0.29512893982808025,0.38674386776105024
0.31486880466472306,0.4102220455186074
0.2979942693409742,0.3887067984427057
0.2909604519774011,0.3778615180286293
0.30422535211267604,0.39689003365558334
0.30659025787965616,0.3949859738276047
0.3008595988538682,0.38460143588497225
0.2997159090909091,0.3792997759351457
0.3028169014084507,0.3783914736236467
0.30513176144244103,0.3781377102810881
0.31512605042016806,0.3832567899992319
0.29476584022038566,0.3574706524760393
0.2912234042553192,0.3483132973685777
0.29226736566186107,0.34358439131687063
0.2948051948051948,0.3422765938644876
0.30223390275952694,0.3423850409353221
0.3180628272251309,0.35450148527732206
0.3271523178807947,0.3576240655645666
0.31585677749360613,0.33939667462481965
0.3312807881773399,0.3498927081323513
0.34798534798534797,0.3595526860418202
0.38922155688622756,0.3908720118194622
0.3937575030012005,0.38537396513860506
0.39351851851851855,0.3780396309819574
0.39043381535038935,0.3688119465489227
0.391025641025641,0.3664175702906862
0.37912673056443025,0.3447387575292436
0.3776595744680851,0.33284579547826915
0.4169278996865204,0.355746122985611
0.4257528556593977,0.3512741205904407
0.44583333333333336,0.35524445232404334
0.459958932238193,0.3534992603724363
0.45621181262729127,0.3377257541195166
0.4797570850202429,0.34161292643869945
0.4726720647773279,0.3232513206178413
0.45161290322580644,0.29616415011507685
0.49096385542168675,0.3082290417471548
0.4919678714859438,0.29514655553361085
0.46846846846846846,0.26805324807975567
0.4984924623115578,0.271474345806325
0.5175526579739218,0.26765168613241797
0.522567703109328,0.2559898271358296
0.5225225225225225,0.24180346378373524
0.5165165165165165,0.22511390261695452
0.5295295295295295,0.21662161267094965
0.518555667001003,0.19835905548469898
0.527,0.18769360685015013
0.507,0.16730079112062202
0.53,0.1611242739291375
0.5415415415415415,0.1506770902171784
0.5265265265265265,0.13304021958241813
0.5255255255255256,0.11946658619775755
0.587,0.11869392470424361
0.6306306306306306,0.11182147276922537
0.662,0.10107793920026793
0.7044088176352705,0.09040346700577796
0.755,0.0787659379739598
0.7697697697697697,0.06213487340898815
0.782,0.04507648191206627
0.8258258258258259,0.029149338853970405
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.807,0.03292374567446028
0.784,0.04965013625754871
0.766,0.0662843487954784
0.742,0.08179166874121499
0.6923847695390781,0.09299771359055525
0.668,0.10602407255133796
0.6486486486486487,0.1189620186243264
0.577,0.12020801513195896
0.537,0.12538939949775135
0.542,0.1403180540907033
0.555,0.1578938494502348
0.562,0.17439196524639256
0.532,0.17892357159100178
0.535,0.1939584111879334
0.5250501002004008,0.204218934625498
0.5460921843687375,0.22693243341358818
0.5365365365365365,0.23733786448913283
0.5415415415415415,0.2541616500920999
0.521,0.25866970394871136
0.511,0.26766960052820044
0.4954954954954955,0.2731701110081204
0.4804804804804805,0.2781760093725616
0.4763819095477387,0.2890409172050783
0.4678714859437751,0.29694127504961676
0.46579476861167,0.30868247999807175
0.45564516129032256,0.3147760985993648
0.46897253306205494,0.3372126781664396
0.43017329255861364,0.32147595543051577
0.4270941054808687,0.3312588207037912
0.41770833333333335,0.33580099090344573
0.40842105263157896,0.33988077176386733
0.4090909090909091,0.3519787414818806
0.3942307692307692,0.3502709453119221
0.3705308775731311,0.3395692282493081
0.3836065573770492,0.3621996358441843
0.37401129943502825,0.3565758412268956
0.391812865497076,0.37810868889151367
0.38424821002386633,0.37875902497544195
0.3613744075829384,0.36842042810668685
0.3396901072705602,0.35682855282616593
0.3253467843631778,0.34882032799658436
0.3216601815823606,0.35139566520345544
0.31432360742705573,0.3490601257932403
0.2868525896414343,0.322037532314626
0.30186170212765956,0.3443838721526314
0.29465449804432853,0.34284738586721475
0.2754569190600522,0.32698414810807336
0.2912751677852349,0.3497042151631614
0.30949105914718017,0.3753477959461208
0.33008356545961004,0.40514744840829436
0.318118948824343,0.3955654315718258
0.31643835616438354,0.4002334094631623
0.30779944289693595,0.39559802532953153
0.3025210084033613,0.3932039884817554
0.2909604519774011,0.38087672695475017
0.2911392405063291,0.3818890778668819
0.27880512091038406,0.36526049052511916
0.29656160458452724,0.38861202345759266
0.29941860465116277,0.39014501354844416
0.29369627507163326,0.38310847764698297
0.29645390070921984,0.38493340551378336
0.3018335684062059,0.3937588604161279
0.2947067238912732,0.37970388116462156
0.29656160458452724,0.3785840417353905
0.3034188034188034,0.3833957025814633
0.31223628691983124,0.3901542335517562
0.3033240997229917,0.37586928056555124
0.3048951048951049,0.3712575573858087
0.29395604395604397,0.3564362348587572
0.2815405046480744,0.3370618181097094
0.2849673202614379,0.33489830453852737
0.2896103896103896,0.33648603534870897
0.285336856010568,0.3229557928349756
0.3102094240837696,0.3454957914653559
0.3187250996015936,0.34807561655515046
0.3243933588761175,0.3486809641675026
0.327970297029703,0.34595738898096706
0.35128518971848227,0.36206505420035967
0.3852657004830918,0.3858032465152995
0.39166666666666666,0.3828909713191823
0.38265895953757223,0.36702685105902033
0.3964562569213732,0.3750959947618561
0.3974358974358974,0.37171169235002266
0.37100213219616207,0.336652400167647
0.3840425531914894,0.33771607179731705
0.41770833333333335,0.355558314224463
0.4139004149377593,0.34061722664428346
0.43316062176165804,0.34419895486295554
0.4503582395087001,0.34510483895223387
0.45510204081632655,0.3358480588813765
0.47213779128672745,0.3350656207440422
0.45334685598377283,0.30893404869555235
0.4420946626384693,0.28882828605230104
0.4834503510531595,0.30229495197919287
0.5025125628140703,0.3001873712963011
0.4804804804804805,0.2736810028796451
0.4839357429718876,0.26227779213071856
0.5005015045135406,0.25750724353148574
0.5130260521042084,0.24994413440388935
0.5175175175175175,0.2380931079015974
0.5235235235235235,0.2267485572504114
0.5165165165165165,0.20989096699851334
0.5370741482965932,0.20397411978814411
0.546,0.19296320156780009
0.507,0.16590813306090152
0.527,0.1587638514625289
0.527,0.1451835938358819
0.54,0.13496382973020607
0.5265265265265265,0.11825419688489267
0.593,0.11829205251617356
0.6106106106106106,0.10661783286526637
0.651,0.09764838523232691
0.7134268537074149,0.08966196111536218
0.763,0.07759672500578332
0.7777777777777778,0.06077627315173857
0.792,0.04366528256256256
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
