Date,Azimuth,Elevation,Optical Efficiency,IAM,Day/Night,Month,Day,Hour,rho_avg,DNI,E_sun,E_sun_real,E_rec,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,tilt_angle_1,tilt_angle_2,tilt_angle_3,tilt_angle_4,tilt_angle_5,tilt_angle_6,tilt_angle_7,tilt_angle_8,tilt_angle_9,tilt_angle_10,tilt_angle_11,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,rho_11,a_loss_1,a_loss_2,a_loss_3,a_loss_4,a_loss_5,a_loss_6,a_loss_7,a_loss_8,a_loss_9,a_loss_10,a_loss_11,g_factor_1,g_factor_2,g_factor_3,g_factor_4,g_factor_5,g_factor_6,g_factor_7,g_factor_8,g_factor_9,g_factor_10,g_factor_11
2023-01-01 06:00:00+09:30,113.02058730191635,6.693404059619404,0.11824984527851809,0.1723758677529418,day,1,1,6,0.9491301596831634,373.4770526586941,25019.227757605917,2958.519811324905,2958.519811324905,60.472522069077016,57.69286680213021,54.382937262980306,50.53352780467281,46.225350153855594,41.653297970190295,37.09694184969779,32.83526225134972,29.061435695684768,25.853481949810504,23.1987579569434,-20.773732030723647,-23.870684514299143,-27.516958209550975,-31.72167150398411,-36.403571860252626,-41.36669461357848,-46.32981736690433,-51.01171772317285,-55.21643101760598,-58.862704712857806,-61.959657196433305,0.948486081989583,0.9486346157137687,0.9487847390405536,0.94893209530071,0.9490716194535409,0.9491984593259889,0.9493091615963294,0.9494024624145747,0.9494791879398504,0.9495414682404807,0.9495918654994183,0.0003926951201837545,0.0003840736733214649,0.0003724871335698782,0.0003572571637507728,0.0003380398566846606,0.0003152080495037936,0.0002900125524741644,0.00026424780545289915,0.00023960078472227227,0.00021717804592128422,0.00019743911996882553,4.0581046817094,3.74211177937881,3.4342718104521976,3.1465015228162794,2.8909096402640353,2.6767305803358856,2.5074718781975314,2.380291979903442,2.2880693894453064,2.222439234005933,2.175937898416558
