Efficiency
0.0
0.0
0.0
0.0
0.0
0.0
0.0817326930772309
0.13609526668668068
0.11133603238866396
0.1008194953633815
0.1039431330472103
0.1205041064854149
0.132982609966389
0.1348247576435496
0.12763268744734624
0.10159182088779604
0.10089686098654709
0.11326828286892666
0.12306153076538269
0.09187349879903924
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08514257128564282
0.13528116870122073
0.1116848926690968
0.1025558071821417
0.10116575103845639
0.11966053748231965
0.13152889539136797
0.13342277877161599
0.1240886146943354
0.10161812297734628
0.10147404400769067
0.11293407146451938
0.12212442488497699
0.08867093674939952
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08554277138569284
0.13549484639247472
0.11264042101001923
0.10593311758360302
0.10077519379844961
0.11829474872953134
0.13555099648300117
0.1330159202499628
0.12536811106436685
0.10552242675654654
0.10118602414787904
0.11234145359371854
0.11934773909563826
0.0896448224112056
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08261652330466093
0.13349344541178826
0.1125720643268939
0.10374204680254502
0.10386151797603196
0.11690140845070422
0.1341927922648696
0.1312936283974454
0.12347411252981619
0.10242447815376637
0.10088703644330448
0.1149124572348561
0.12454981992797119
0.08684342171085543
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
